combination|similarity
19_LDA_5_True_DBSCAN_0.1_2.csv|0.0
19_LDA_10_True_DBSCAN_0.1_2.csv|0.07692307692307693
19_LDA_20_True_DBSCAN_0.1_2.csv|0.23076923076923078
19_LDA_5_True_DBSCAN_0.2_2.csv|0.125
19_LDA_10_True_DBSCAN_0.2_2.csv|0.0
19_LDA_20_True_DBSCAN_0.2_2.csv|0.4444444444444444
19_LDA_5_True_DBSCAN_0.3_2.csv|0.0
19_LDA_10_True_DBSCAN_0.3_2.csv|0.0
19_LDA_20_True_DBSCAN_0.3_2.csv|0.21428571428571427
19_LDA_5_True_DBSCAN_0.4_2.csv|0.0
19_LDA_10_True_DBSCAN_0.4_2.csv|0.1111111111111111
19_LDA_20_True_DBSCAN_0.4_2.csv|0.3333333333333333
19_LDA_5_True_DBSCAN_0.5_2.csv|0.0
19_LDA_10_True_DBSCAN_0.5_2.csv|0.09090909090909091
19_LDA_20_True_DBSCAN_0.5_2.csv|0.2
19_LDA_5_True_DBSCAN_0.6_2.csv|0.0
19_LDA_10_True_DBSCAN_0.6_2.csv|0.1111111111111111
19_LDA_20_True_DBSCAN_0.6_2.csv|0.2857142857142857
19_LDA_5_True_DBSCAN_0.7_2.csv|0.0
19_LDA_10_True_DBSCAN_0.7_2.csv|0.1
19_LDA_20_True_DBSCAN_0.7_2.csv|0.13333333333333333
19_LDA_5_True_DBSCAN_0.8_2.csv|0.0
19_LDA_10_True_DBSCAN_0.8_2.csv|0.0
19_LDA_20_True_DBSCAN_0.8_2.csv|0.1875
19_LDA_5_True_DBSCAN_0.9_2.csv|0.0
19_LDA_10_True_DBSCAN_0.9_2.csv|0.0
19_LDA_20_True_DBSCAN_0.9_2.csv|0.18181818181818182
19_LDA_5_True_DBSCAN_1.0_2.csv|0.0
19_LDA_10_True_DBSCAN_1.0_2.csv|0.0
19_LDA_20_True_DBSCAN_1.0_2.csv|0.0
19_LDA_5_True_DBSCAN_1.1_2.csv|0.0
19_LDA_10_True_DBSCAN_1.1_2.csv|0.0
19_LDA_20_True_DBSCAN_1.1_2.csv|0.0
19_LDA_5_True_DBSCAN_1.2_2.csv|0.0
19_LDA_10_True_DBSCAN_1.2_2.csv|0.0
19_LDA_20_True_DBSCAN_1.2_2.csv|0.0
19_LDA_5_True_DBSCAN_1.3_2.csv|0.0
19_LDA_10_True_DBSCAN_1.3_2.csv|0.0
19_LDA_20_True_DBSCAN_1.3_2.csv|0.0
