combination|similarity
28_LDA_5_True_DBSCAN_0.1_2.csv|0.0
28_LDA_10_True_DBSCAN_0.1_2.csv|0.3333333333333333
28_LDA_20_True_DBSCAN_0.1_2.csv|0.23076923076923078
28_LDA_5_True_DBSCAN_0.2_2.csv|0.0
28_LDA_10_True_DBSCAN_0.2_2.csv|0.0
28_LDA_20_True_DBSCAN_0.2_2.csv|0.3
28_LDA_5_True_DBSCAN_0.3_2.csv|0.0
28_LDA_10_True_DBSCAN_0.3_2.csv|0.375
28_LDA_20_True_DBSCAN_0.3_2.csv|0.2727272727272727
28_LDA_5_True_DBSCAN_0.4_2.csv|0.16666666666666666
28_LDA_10_True_DBSCAN_0.4_2.csv|0.0
28_LDA_20_True_DBSCAN_0.4_2.csv|0.0
28_LDA_5_True_DBSCAN_0.5_2.csv|0.0
28_LDA_10_True_DBSCAN_0.5_2.csv|0.125
28_LDA_20_True_DBSCAN_0.5_2.csv|0.2727272727272727
28_LDA_5_True_DBSCAN_0.6_2.csv|0.0
28_LDA_10_True_DBSCAN_0.6_2.csv|0.0
28_LDA_20_True_DBSCAN_0.6_2.csv|0.3
28_LDA_5_True_DBSCAN_0.7_2.csv|0.16666666666666666
28_LDA_10_True_DBSCAN_0.7_2.csv|0.0
28_LDA_20_True_DBSCAN_0.7_2.csv|0.18181818181818182
28_LDA_5_True_DBSCAN_0.8_2.csv|0.0
28_LDA_10_True_DBSCAN_0.8_2.csv|0.0
28_LDA_20_True_DBSCAN_0.8_2.csv|0.15384615384615385
28_LDA_5_True_DBSCAN_0.9_2.csv|0.0
28_LDA_10_True_DBSCAN_0.9_2.csv|0.1111111111111111
28_LDA_20_True_DBSCAN_0.9_2.csv|0.2727272727272727
28_LDA_5_True_DBSCAN_1.0_2.csv|0.0
28_LDA_10_True_DBSCAN_1.0_2.csv|0.0
28_LDA_20_True_DBSCAN_1.0_2.csv|0.4
28_LDA_5_True_DBSCAN_1.1_2.csv|0.0
28_LDA_10_True_DBSCAN_1.1_2.csv|0.0
28_LDA_20_True_DBSCAN_1.1_2.csv|0.3
28_LDA_5_True_DBSCAN_1.2_2.csv|0.0
28_LDA_10_True_DBSCAN_1.2_2.csv|0.0
28_LDA_20_True_DBSCAN_1.2_2.csv|0.0
28_LDA_5_True_DBSCAN_1.3_2.csv|0.0
28_LDA_10_True_DBSCAN_1.3_2.csv|0.0
28_LDA_20_True_DBSCAN_1.3_2.csv|0.0
28_LDA_5_True_DBSCAN_1.4_2.csv|0.0
28_LDA_10_True_DBSCAN_1.4_2.csv|0.0
28_LDA_20_True_DBSCAN_1.4_2.csv|0.0
28_LDA_5_True_DBSCAN_1.5_2.csv|0.0
28_LDA_10_True_DBSCAN_1.5_2.csv|0.0
28_LDA_20_True_DBSCAN_1.5_2.csv|0.0
28_LDA_5_True_DBSCAN_1.6_2.csv|0.0
28_LDA_10_True_DBSCAN_1.6_2.csv|0.0
28_LDA_20_True_DBSCAN_1.6_2.csv|0.0
28_LDA_5_True_DBSCAN_1.7_2.csv|0.0
28_LDA_10_True_DBSCAN_1.7_2.csv|0.0
28_LDA_20_True_DBSCAN_1.7_2.csv|0.0
28_LDA_5_True_DBSCAN_1.8_2.csv|0.0
28_LDA_10_True_DBSCAN_1.8_2.csv|0.0
28_LDA_20_True_DBSCAN_1.8_2.csv|0.0
28_LDA_5_True_DBSCAN_1.9_2.csv|0.0
28_LDA_10_True_DBSCAN_1.9_2.csv|0.0
28_LDA_20_True_DBSCAN_1.9_2.csv|0.0
28_LDA_5_True_DBSCAN_2.0_2.csv|0.0
28_LDA_10_True_DBSCAN_2.0_2.csv|0.0
28_LDA_20_True_DBSCAN_2.0_2.csv|0.0
28_LDA_5_True_DBSCAN_0.1_3.csv|0.0
28_LDA_10_True_DBSCAN_0.1_3.csv|0.4166666666666667
28_LDA_20_True_DBSCAN_0.1_3.csv|0.3333333333333333
28_LDA_5_True_DBSCAN_0.2_3.csv|0.0
28_LDA_10_True_DBSCAN_0.2_3.csv|0.21428571428571427
28_LDA_20_True_DBSCAN_0.2_3.csv|0.42857142857142855
28_LDA_5_True_DBSCAN_0.3_3.csv|0.125
28_LDA_10_True_DBSCAN_0.3_3.csv|0.4166666666666667
28_LDA_20_True_DBSCAN_0.3_3.csv|0.35294117647058826
28_LDA_5_True_DBSCAN_0.4_3.csv|0.0
28_LDA_10_True_DBSCAN_0.4_3.csv|0.4
28_LDA_20_True_DBSCAN_0.4_3.csv|0.35714285714285715
28_LDA_5_True_DBSCAN_0.5_3.csv|0.125
28_LDA_10_True_DBSCAN_0.5_3.csv|0.2727272727272727
28_LDA_20_True_DBSCAN_0.5_3.csv|0.25
28_LDA_5_True_DBSCAN_0.6_3.csv|0.3333333333333333
28_LDA_10_True_DBSCAN_0.6_3.csv|0.23076923076923078
28_LDA_20_True_DBSCAN_0.6_3.csv|0.35294117647058826
28_LDA_5_True_DBSCAN_0.7_3.csv|0.1
28_LDA_10_True_DBSCAN_0.7_3.csv|0.5
28_LDA_20_True_DBSCAN_0.7_3.csv|0.42857142857142855
28_LDA_5_True_DBSCAN_0.8_3.csv|0.0
28_LDA_10_True_DBSCAN_0.8_3.csv|0.25
28_LDA_20_True_DBSCAN_0.8_3.csv|0.4166666666666667
28_LDA_5_True_DBSCAN_0.9_3.csv|0.14285714285714285
28_LDA_10_True_DBSCAN_0.9_3.csv|0.3076923076923077
28_LDA_20_True_DBSCAN_0.9_3.csv|0.35294117647058826
28_LDA_5_True_DBSCAN_1.0_3.csv|0.14285714285714285
28_LDA_10_True_DBSCAN_1.0_3.csv|0.3333333333333333
28_LDA_20_True_DBSCAN_1.0_3.csv|0.3333333333333333
28_LDA_5_True_DBSCAN_1.1_3.csv|0.0
28_LDA_10_True_DBSCAN_1.1_3.csv|0.0
28_LDA_20_True_DBSCAN_1.1_3.csv|0.1111111111111111
