precision,recall,f1,result_labels,id
0.5,0.14285714285714285,0.22222222222222224,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1],20_LDA_5_True_DBSCAN_0.1_2.csv
0.6666666666666666,0.5714285714285714,0.6153846153846153,[0 0 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0 0 0 0],20_LDA_10_True_DBSCAN_0.1_2.csv
0.25,0.42857142857142855,0.3157894736842105,[1 1 1 0 0 1 0 0 0 1 1 0 1 0 0 1 1 1 1 1],20_LDA_20_True_DBSCAN_0.1_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.2_2.csv
0.3333333333333333,0.14285714285714285,0.2,[0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1],20_LDA_10_True_DBSCAN_0.2_2.csv
0.25,0.42857142857142855,0.3157894736842105,[0 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 1 0 1 0],20_LDA_20_True_DBSCAN_0.2_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.3_2.csv
0.3333333333333333,0.14285714285714285,0.2,[1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_0.3_2.csv
0.375,0.42857142857142855,0.39999999999999997,[0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1],20_LDA_20_True_DBSCAN_0.3_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.4_2.csv
1.0,0.14285714285714285,0.25,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],20_LDA_10_True_DBSCAN_0.4_2.csv
0.2,0.14285714285714285,0.16666666666666666,[0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 1 0 0],20_LDA_20_True_DBSCAN_0.4_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],20_LDA_5_True_DBSCAN_0.5_2.csv
0.0,0.0,0.0,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_0.5_2.csv
0.42857142857142855,0.42857142857142855,0.42857142857142855,[0 0 0 0 1 0 1 0 1 1 0 1 1 0 0 0 1 0 0 0],20_LDA_20_True_DBSCAN_0.5_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],20_LDA_5_True_DBSCAN_0.6_2.csv
0.0,0.0,0.0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_0.6_2.csv
0.25,0.2857142857142857,0.26666666666666666,[0 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0 1 1 1 0],20_LDA_20_True_DBSCAN_0.6_2.csv
1.0,0.14285714285714285,0.25,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.7_2.csv
0.0,0.0,0.0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0],20_LDA_10_True_DBSCAN_0.7_2.csv
0.42857142857142855,0.42857142857142855,0.42857142857142855,[0 0 0 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_0.7_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.8_2.csv
0.25,0.14285714285714285,0.18181818181818182,[0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1],20_LDA_10_True_DBSCAN_0.8_2.csv
0.2,0.14285714285714285,0.16666666666666666,[0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0],20_LDA_20_True_DBSCAN_0.8_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.9_2.csv
0.3333333333333333,0.14285714285714285,0.2,[0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_0.9_2.csv
0.25,0.42857142857142855,0.3157894736842105,[1 0 0 1 1 1 1 1 1 0 0 0 1 1 0 1 0 0 1 1],20_LDA_20_True_DBSCAN_0.9_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.0_2.csv
0.0,0.0,0.0,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.0_2.csv
0.0,0.0,0.0,[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0],20_LDA_20_True_DBSCAN_1.0_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.1_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.1_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.1_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.2_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.2_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.2_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.3_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.3_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.3_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.4_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.4_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.4_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.5_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.5_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.5_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.6_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.6_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.6_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.7_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.7_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.7_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.8_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.8_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.8_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.9_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.9_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.9_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_2.0_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_2.0_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_2.0_2.csv
0.4444444444444444,0.5714285714285714,0.5,[1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1 0 0 0 1],20_LDA_5_True_DBSCAN_0.1_3.csv
0.2222222222222222,0.2857142857142857,0.25,[1 1 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 1 0 1],20_LDA_10_True_DBSCAN_0.1_3.csv
0.4,0.8571428571428571,0.5454545454545455,[1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1],20_LDA_20_True_DBSCAN_0.1_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.2_3.csv
0.375,0.42857142857142855,0.39999999999999997,[1 0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 1 1 0],20_LDA_10_True_DBSCAN_0.2_3.csv
0.35294117647058826,0.8571428571428571,0.5,[1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1],20_LDA_20_True_DBSCAN_0.2_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.3_3.csv
0.23076923076923078,0.42857142857142855,0.3,[1 1 1 0 1 1 1 1 1 1 0 1 0 0 0 0 1 1 0 1],20_LDA_10_True_DBSCAN_0.3_3.csv
0.4,0.5714285714285714,0.47058823529411764,[0 0 0 0 1 1 1 0 0 1 0 1 0 1 1 0 0 1 1 1],20_LDA_20_True_DBSCAN_0.3_3.csv
1.0,0.14285714285714285,0.25,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.4_3.csv
0.3333333333333333,0.42857142857142855,0.375,[1 1 1 0 0 0 0 0 1 0 0 1 1 0 1 1 0 0 1 0],20_LDA_10_True_DBSCAN_0.4_3.csv
0.35714285714285715,0.7142857142857143,0.4761904761904762,[1 0 0 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0],20_LDA_20_True_DBSCAN_0.4_3.csv
0.0,0.0,0.0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],20_LDA_5_True_DBSCAN_0.5_3.csv
0.5,0.5714285714285714,0.5333333333333333,[0 1 1 0 0 0 1 0 1 1 1 0 1 1 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_0.5_3.csv
0.3076923076923077,0.5714285714285714,0.4,[0 0 1 1 1 0 1 0 0 1 1 0 1 0 1 1 1 1 1 1],20_LDA_20_True_DBSCAN_0.5_3.csv
0.3333333333333333,0.14285714285714285,0.2,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.6_3.csv
0.3333333333333333,0.2857142857142857,0.30769230769230765,[1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0],20_LDA_10_True_DBSCAN_0.6_3.csv
0.4117647058823529,1.0,0.5833333333333334,[1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1],20_LDA_20_True_DBSCAN_0.6_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.7_3.csv
0.3333333333333333,0.42857142857142855,0.375,[0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 1 1],20_LDA_10_True_DBSCAN_0.7_3.csv
0.4,0.8571428571428571,0.5454545454545455,[0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0],20_LDA_20_True_DBSCAN_0.7_3.csv
0.5,0.14285714285714285,0.22222222222222224,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0],20_LDA_5_True_DBSCAN_0.8_3.csv
0.5,0.2857142857142857,0.36363636363636365,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1],20_LDA_10_True_DBSCAN_0.8_3.csv
0.42857142857142855,0.8571428571428571,0.5714285714285714,[1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1],20_LDA_20_True_DBSCAN_0.8_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_0.9_3.csv
0.2727272727272727,0.42857142857142855,0.33333333333333326,[1 0 1 1 1 1 0 1 0 0 0 0 1 1 0 0 1 0 1 1],20_LDA_10_True_DBSCAN_0.9_3.csv
0.35714285714285715,0.7142857142857143,0.4761904761904762,[1 1 1 1 0 1 1 1 0 0 0 1 1 1 1 1 0 1 1 0],20_LDA_20_True_DBSCAN_0.9_3.csv
0.0,0.0,0.0,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],20_LDA_5_True_DBSCAN_1.0_3.csv
0.0,0.0,0.0,[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],20_LDA_10_True_DBSCAN_1.0_3.csv
0.125,0.14285714285714285,0.13333333333333333,[1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 1 0 1 1],20_LDA_20_True_DBSCAN_1.0_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.1_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.1_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.1_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.2_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_10_True_DBSCAN_1.2_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_20_True_DBSCAN_1.2_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],20_LDA_5_True_DBSCAN_1.3_3.csv
